NAME;RA2000;DE2000;P0;P1;AGE;DIST
J1858-2216;284.5;-22.26667;0.00238;;1.35;0
J1848-1952;282.07514;-19.87525;4.30818959857;2.328195E-14;0.95;2930000.0
J1901-1740;285.32513;-17.66667;1.95685759005;8.23E-16;1.27;3.77E7
J1904-16;286.1875;-16.41306;1.541;;9.86;0
J1907-1532;286.77825;-15.53747;0.63223532885;3.084E-15;3.09;3250000.0
J1824-2328;276.11933;-23.47139;1.50587455169;1.74E-15;5.76;1.37E7
J1822-2256;275.74564;-22.94184;1.874268518252;1.35439E-15;3.43;2.19E7
J1824-2233;276.043;-22.55306;1.16174310971;3.01E-16;4.26;6.12E7
J1828-2119;277.08983;-21.33222;0.514523069504;1.2668E-15;12.56;6440000.0
J1817-2311;274.25;-23.18333;0.62547;;5.61;0
J1838-1849;279.64079;-18.83306;0.48824200896;4.0E-17;6.3;1.93E8
J1837-1837;279.47604;-18.61889;0.618357697387;5.495E-15;3.04;1780000.0
J1824-1945;276.0019;-19.76437;0.189334989945;5.23126E-15;3.7;573000.0
J1834-1855;278.69142;-18.93306;1.46565577133;1.931E-15;6.21;1.2E7
J1812-2102;273.08721;-21.04333;1.22335230807;2.3893E-14;9.62;811000.0
J1813-2113;273.41612;-21.21678;0.426466240565;2.081E-15;8.75;3250000.0
J1809-2109;272.30971;-21.1508;0.702413629135;3.82187E-15;5.2;2910000.0
J1808-2057;272.02665;-20.96876;0.918410326286;1.707608E-14;7.35;852000.0
J1808-2024;272.1639;-20.41107;7.55592;5.49E-10;13.0;218.0
J1810-2005;272.7458;-20.08563;0.03282224486002;1.4742E-19;4.05;3.53E9
J1809-2004;272.31612;-20.07;0.43481138633;7.28E-15;10.91;946000.0
J1817-1938;274.27842;-19.64333;2.0468376289;3.6E-16;10.74;9.01E7
J1811-1925;272.87167;-19.42444;0.064667;4.4E-14;5.0;23300.0
J1812-1910;273.14538;-19.1775;0.43099098078;3.774E-14;11.54;181000.0
J1815-1910;273.76283;-19.16678;1.24992353738;3.63E-14;7.69;546000.0
J1805-2037;271.36746;-20.62111;0.357806774953;1.7555E-15;9.26;3230000.0
J1805-2032;271.40454;-20.5475;0.4057694879;8.394E-15;11.87;766000.0
J1809-1943;272.46286;-19.73109;5.54035372;7.77E-12;3.6;11300.0
J1809-1917;272.42978;-19.29392;0.082746885746;2.553546E-14;3.71;51300.0
J1803-1920;270.87267;-19.34472;0.443648922251;3.297E-16;6.46;2.13E7
J1801-1909;270.44454;-19.16;1.1087248496;7.03E-16;4.81;2.5E7
J1806-1920;271.5275;-19.33972;0.8797908756;1.7E-17;10.16;8.19E8
J1803-1857;270.99608;-18.95528;2.86433773648;1.517E-14;5.88;2990000.0
J1809-1850;272.40504;-18.84861;1.12448108944;1.0575E-14;7.06;1680000.0
J1811-1835;272.87383;-18.59556;0.557463612;6.315E-15;9.36;1400000.0
J1810-1820;272.73133;-18.34417;0.153716278369;5.2E-17;5.59;4.66E7
J1813-1749;273.39652;-17.83263;0.0446993053;1.2655E-13;4.7;5600.0
J1814-1744;273.67958;-17.74667;3.975905188;7.447E-13;9.77;84600.0
J1811-1736;272.97931;-17.61047;0.1041819547968;9.01E-19;5.93;1.83E9
J1812-1733;273.06622;-17.56041;0.538340543302;9.8245E-16;6.32;8680000.0
J1812-1718;273.03004;-17.30819;1.20537444137;1.9077E-14;4.2;1000000.0
J1811-1717;272.86054;-17.29639;0.39138510099;1.2E-16;7.03;5.17E7
J1823-1807;275.79033;-18.12583;1.63679245172;2.8E-16;6.64;9.31E7
J1820-1818;275.16287;-18.30091;0.3099045934277;9.3609E-17;8.43;5.25E7
J1829-1751;277.42974;-17.85108;0.307132975823;5.55174E-15;5.49;877000.0
J1815-1738;273.81113;-17.63417;0.1984357331818;7.785293E-14;9.01;40400.0
J1816-1729;274.07776;-17.48408;0.7823133599;7.2621E-15;6.48;1710000.0
J1819-1717;274.93083;-17.28778;0.39352163764;3.455E-15;5.87;1800000.0
J1819-17;274.875;-17.08333;2.352135;;1.85;0
J1814-1649;273.65562;-16.82444;0.95746393536;6.333E-15;9.62;2400000.0
J1822-1617;275.6525;-16.29306;0.8311557274;1.885E-15;11.64;6990000.0
J1822-1604;275.575;-16.07411;8.43772106;2.1E-14;;6260000.0
J1826-1526;276.5525;-15.43417;0.382072812116;1.085E-15;10.87;5580000.0
J1818-1556;274.71646;-15.93444;0.952708902877;7.062E-16;4.01;2.14E7
J1820-1529;275.17008;-15.49722;0.333242850831;3.79072E-14;9.6;139000.0
J1818-1541;274.65633;-15.69583;0.55113377674;9.676E-15;8.24;902000.0
J1819-1510;274.97371;-15.17239;0.226538990075;7.9E-18;5.61;4.57E8
J1823-1526;275.83925;-15.43944;1.6254054724;4.52E-15;9.17;5700000.0
J1824-1500;276.05875;-15.00917;0.41222995857;7.58E-16;8.3;8620000.0
J1834-1710;278.7225;-17.18056;0.358306049291;4.69E-17;3.53;1.21E8
J1843-1507;280.89003;-15.1175;0.583550377362;7.1999E-15;9.05;1280000.0
J1854-1557;283.72333;-15.95611;3.4532;4.52E-15;11.75;1.21E7
J1854-1421;283.68455;-14.35734;1.146594847118;4.16118E-15;5.23;4370000.0
J1848-1414;282.16315;-14.23816;0.297769547307;1.409E-17;4.39;3.35E8
J1835-1548;278.95971;-15.81056;0.67048566238;1.74E-15;15.04;6110000.0
J1843-1448;280.75573;-14.8035;0.00547133087551;6.209E-21;3.42;1.4E10
J1840-1419;280.13733;-14.31806;6.5975626227;6.33E-15;1.01;1.65E7
J1841-1404;280.39292;-14.07194;1.3345572305;6.4E-16;10.85;3.3E7
J1831-1423;277.87125;-14.39611;0.507945195243;1.0947E-15;8.02;7350000.0
J1830-1414;277.50146;-14.24361;0.77149252038;7.6E-17;7.81;1.6E8
J1825-1446;276.2622;-14.78128;0.279186875177;2.267839E-14;5.45;195000.0
J1826-1419;276.67663;-14.32267;0.770620171033;8.7841E-15;3.59;1390000.0
J1824-1423;276.23911;-14.38481;0.359394162457;3.923E-16;6.05;1.45E7
J1828-1336;277.17854;-13.6125;0.86033211599;9.95E-16;7.99;1.37E7
J1836-1324;279.21786;-13.40933;0.1787563517731;1.0366E-15;3.91;2730000.0
J1831-1329;277.98317;-13.49889;2.1656793503;2.99E-15;6.48;1.15E7
J1830-1313;277.67492;-13.22117;0.7471876682;1.714E-15;10.42;6910000.0
J1845-1351;281.29792;-13.86514;2.61891846726;9.723E-15;7.1;4270000.0
J1848-12;282.00833;-12.78333;6.7953;;2.43;0
J1848-1150;282.04921;-11.83589;1.31221843801;1.434E-15;4.77;1.45E7
J1839-1238;279.93212;-12.64464;1.91142802251;4.947E-15;4.18;6120000.0
J1837-1243;279.28921;-12.73222;1.87601852435;3.651E-14;7.51;814000.0
J1840-1207;280.22409;-12.12572;0.754470427192;3.1972E-15;9.59;3740000.0
J1834-1202;278.59633;-12.04067;0.610258781957;6.7E-18;6.28;1.43E9
J1840-1122;280.10028;-11.36964;0.94096161661;6.409E-15;8.3;2330000.0
J1843-1113;280.92193;-11.22529;0.00184566629242;9.59E-21;1.97;3.05E9
J1845-1114;281.44074;-11.23639;0.2062199811321;2.00552E-15;5.82;1630000.0
J1712-2715;258.04879;-27.26472;0.255359660118;1.2793E-15;3.13;3160000.0
J1710-2616;257.52042;-26.27639;0.954158007;2.0E-17;4.26;7.56E8
J1733-2533;263.35775;-25.55306;0.65979414168;2.1E-15;7.78;4980000.0
J1734-2415;263.67333;-24.25556;0.61252373999;1.051E-15;3.48;9240000.0
J1721-2457;260.2729;-24.95177;0.0034966337827;5.542E-21;1.56;1.0E10
J1720-2446;260.09358;-24.77417;0.87426457245;5.93E-16;3.44;2.34E7
J1730-2304;262.59028;-23.07533;0.00812279804608;2.01844E-20;0.62;6.38E9
J1719-23;259.90417;-23.48528;0.454;;4.08;0
J1738-2330;264.53667;-23.51306;1.97884743163;8.559E-15;2.79;3660000.0
J1745-2229;266.31963;-22.48722;1.160592538166;2.857E-15;9.3;6440000.0
J1733-2228;263.36016;-22.47701;0.871682832986;4.2703E-17;1.49;3.23E8
J1741-2054;265.48846;-20.89917;0.41370012084;1.6983E-14;0.3;386000.0
J1741-2019;265.27863;-20.32333;3.90450636119;1.626E-14;2.0;3800000.0
J1750-2043;267.57667;-20.71889;5.639047079;7.9E-15;5.69;1.12E7
J1748-2021C;267.21322;-20.36495;0.00622693272049;-5.983E-20;8.24;0
J1748-2021A;267.21954;-20.36103;0.2886027917197;3.9933E-16;8.24;1.15E7
J1748-2021B;267.22064;-20.36079;0.01676012721926;-3.2913E-19;8.24;0
J1748-2021F;267.21806;-20.36092;0.00379362911495;-1.055E-20;8.24;0
J1748-2021E;267.22;-20.35816;0.01626400341113;3.124E-19;8.24;8.25E8
J1748-2021D;267.21519;-20.35206;0.01349582040391;5.8677E-19;8.24;3.64E8
J1755-2025;268.89917;-20.41667;0.322231178915;4.4217E-15;8.64;1150000.0
J1758-1931;269.52333;-19.52806;0.69255157815;1.692E-14;4.23;649000.0
J1753-1914;268.39655;-19.24944;0.0629548889725;2.02E-18;2.77;4.93E8
J1729-2117;262.29503;-21.29111;0.0662928992668;1.72E-19;1.42;6.11E9
J1732-1930;263.08344;-19.50238;0.483769998047;1.818E-16;2.21;4.22E7
J1731-1847;262.82337;-18.79241;0.00234455954689;2.5407E-20;4.03;1.46E9
J1721-1936;260.25617;-19.61405;1.0040374567;1.624E-15;8.6;9800000.0
J1721-1939;260.44421;-19.66361;0.40403975128;1.283E-16;4.64;4.99E7
J1744-1610;266.06889;-16.17661;1.757205868816;2.3767E-15;1.99;1.17E7
J1652-2404;253.24387;-24.06413;1.703739137858;3.15876E-15;3.1;8550000.0
J1654-23;253.5125;-23.58333;0.54535972;;3.6;0
J1646-2142;251.57554;-21.7025;0.00585;;1.41;0
J1653-2054;253.37929;-20.91531;0.00412914528456;1.117E-20;2.64;5.86E9
J1705-1906;256.40042;-19.11073;0.2989874273426;4.137877E-15;1.18;1140000.0
J1703-1846;255.96287;-18.77105;0.8043410792712;1.731E-15;2.05;7360000.0
J1633-2009;248.48042;-20.16917;0.93555704483;1.07E-15;2.76;1.39E7
J1651-1709;252.8823;-17.15614;0.973393691872;3.0371E-15;1.62;5080000.0
J1650-1654;252.61335;-16.91114;1.7495517461;3.2027E-15;2.15;8660000.0
J1720-1633;260.10503;-16.55937;1.56560114802;5.798E-15;1.76;4280000.0
J1709-1640;257.36017;-16.6827;0.65305397126;6.30985E-15;2.61;1640000.0
J1711-1509;257.97942;-15.16104;0.868804249026;1.10246E-15;2.94;1.25E7
J1719-1438;259.79197;-14.63359;0.00579015177002;8.043E-21;1.64;1.14E10
J1659-1305;254.9712;-13.08583;0.640958200232;6.177E-16;4.85;1.64E7
J1714-1054;258.66717;-10.90303;0.696278743075;5.88E-17;2.65;1.88E8
J1759-1903;269.924;-19.05528;0.7315054725;3.07E-15;13.3;3780000.0
J1801-1855;270.34292;-18.93028;2.5504982104;1.8E-16;11.91;2.22E8
J1802-1745;270.56187;-17.75472;0.51467137652;5.64E-16;5.22;1.45E7
J1759-1736;269.86733;-17.60278;0.79845156695;2.55E-16;4.75;4.96E7
J1808-1726;272.17625;-17.44083;0.24103454795;1.2E-17;8.57;3.29E8
J1806-1618;271.60742;-16.31056;0.66830920992;8.62E-16;6.36;1.23E7
J1803-1616;270.8945;-16.275;0.536595822673;1.7714E-15;12.9;4800000.0
J1755-1650;268.79853;-16.84472;0.73374443871;6.86E-16;4.27;1.69E7
J1757-15;269.35;-15.055;0.1794;;4.19;0
J1808-1517;272.16287;-15.29444;0.544549207067;2.6671E-15;4.16;3230000.0
J1810-1441;272.74651;-14.69267;0.217213500357;2.387E-17;5.88;1.44E8
J1818-1519;274.56083;-15.32861;0.9396900396;4.11E-15;9.98;3630000.0
J1817-1511;274.40083;-15.19417;0.224603837185;1.4313E-15;11.58;2490000.0
J1816-1446;274.12162;-14.775;0.594499815819;1.3261E-15;8.98;7100000.0
J1819-1458;274.89239;-14.96766;4.2631640329;5.75171E-13;3.81;117000.0
J1818-1448;274.61629;-14.81056;0.28137130037;6.15E-15;7.96;725000.0
J1821-1432;275.41574;-14.54811;1.91513066964;5.373E-15;6.95;5650000.0
J1821-1419;275.39292;-14.32389;1.6560095697;8.945E-13;11.93;29300.0
J1818-1422;274.59902;-14.37686;0.2914894606391;2.035737E-15;8.1;2270000.0
J1819-1408;274.98667;-14.13378;1.7884904528;2.59E-15;12.45;1.09E7
J1805-1504;271.27542;-15.07667;1.1812692298;2.7E-16;5.3;6.84E7
J1809-1429;272.43962;-14.49028;0.895285284345;5.24E-15;12.01;2710000.0
J1801-1417;270.46282;-14.29292;0.00362509666012;5.31E-21;1.8;1.08E10
J1813-1246;273.34904;-12.76644;0.048072246759;1.75637E-14;;43400.0
J1743-1351;265.90676;-13.86055;0.405336948592;4.7752E-16;4.85;1.34E7
J1753-12;268.22083;-12.98333;0.405454;;2.17;0
J1748-1300;267.07253;-13.01447;0.3941333466126;1.212692E-15;3.64;5150000.0
J1806-1154;271.5283;-11.90798;0.522618385775;1.40877E-15;3.56;5880000.0
J1759-1029;269.89292;-10.49917;2.5122628118;1.574E-14;3.77;2530000.0
J1822-1400;275.72518;-14.00067;0.214771109789;9.0689E-16;7.77;3750000.0
J1824-1350;276.20909;-13.83917;1.39659854604;6.07E-16;7.06;3.65E7
J1823-1347;275.85104;-13.79833;0.61710720555;9.6E-15;11.14;1020000.0
J1820-1346;275.08233;-13.77091;0.921459731325;4.49522E-15;9.63;3250000.0
J1826-1334;276.5549;-13.57967;0.1014867942076;7.5251738E-14;4.12;21400.0
J1826-1256;276.53554;-12.9425;0.11022370246;1.2145061E-13;;14400.0
J1819-1318;274.93192;-13.31167;1.51569599263;6.0E-16;1.52;4.02E7
J1822-1252;275.67375;-12.88028;2.0710402725;8.476E-14;10.61;387000.0
J1831-1223;277.80346;-12.39194;2.8579410013;5.5E-15;5.51;8270000.0
J1824-1159;276.23396;-11.99817;0.362492078224;5.3793E-15;6.09;1070000.0
J1830-1135;277.50717;-11.59222;6.2215526663;4.775E-14;4.36;2060000.0
J1826-1131;276.5228;-11.52878;2.09313630972;4.91034E-15;4.83;6750000.0
J1828-1101;277.07854;-11.03081;0.072051632709;1.480952E-14;7.26;77100.0
J1828-1057;277.13837;-10.95722;0.24632758741;2.07007E-14;4.27;189000.0
J1819-1131;274.99229;-11.52472;1.38813712856;7.61E-16;12.25;2.89E7
J1818-1116;274.61021;-11.27472;0.5447995247;3.824E-15;10.29;2260000.0
J1824-1118;276.12308;-11.31184;0.435759033311;3.55447E-15;8.03;1940000.0
J1823-1126;275.83275;-11.43444;1.8465342015;3.652E-14;8.72;801000.0
J1823-1115;275.91794;-11.25314;0.279828696565;1.37862E-15;6.28;3220000.0
J1825-1108;276.32625;-11.14833;1.9258717727;1.9E-15;2.71;1.61E7
J1819-1114;274.86992;-11.24528;0.29416251457;5.66E-16;5.82;8230000.0
J1833-1055;278.49333;-10.92528;0.63364029817;5.27E-16;8.44;1.91E7
J1836-11;279.025;-11.28333;0.4961931;;6.01;0
J1835-1106;278.8262;-11.10419;0.1659069781495;2.0610608E-14;3.08;128000.0
J1838-1046;279.61033;-10.7825;1.21835359632;3.08E-15;4.35;6270000.0
J1835-1020;278.9898;-10.33467;0.302448108644;5.9187E-15;2.57;810000.0
J1830-1059;277.6982;-10.99109;0.40504332163;6.002513E-14;3.58;107000.0
J1830-10;277.525;-10.65;0.24526;;4.01;0
J1833-1034;278.38988;-10.56875;0.06188365001063;2.02014996E-13;4.1;4850.0
J1832-1021;278.17028;-10.3591;0.330354089443;4.20203E-15;6.43;1250000.0
J1836-1008;279.22469;-10.13565;0.56271073614;1.179902E-14;5.39;756000.0
J1842-0905;280.59224;-9.09017;0.344642757467;1.04931E-14;7.41;520000.0
J1835-0946;278.93692;-9.77722;0.37953610601;4.3E-17;4.04;1.39E8
J1835-0944;278.94442;-9.74139;0.145346822521;4.39E-15;4.67;525000.0
J1835-0928;278.84258;-9.46722;0.62173399423;9.69E-16;6.36;1.02E7
J1835-0924;278.90842;-9.4075;0.8591920352;2.139E-14;6.62;636000.0
J1835-09242;278.84092;-9.40442;0.235248924972;1.184E-17;6.85;3.15E8
J1839-0905;279.97274;-9.08744;0.418968843399;2.6033E-14;6.14;255000.0
J1829-1011;277.27525;-10.19028;0.82916602078;-5.0E-18;7.37;0
J1828-1007;277.12648;-10.11947;0.1531969792414;6.1339E-16;4.72;3960000.0
J1827-0958;276.77283;-9.97864;0.2457571181423;1.002318E-15;6.15;3880000.0
J1831-0952;277.89293;-9.86714;0.0672668461152;8.32385E-15;4.33;128000.0
J1827-0934;276.94118;-9.57122;0.512547817784;7.227E-15;4.47;1120000.0
J1825-0935;276.37762;-9.58953;0.769005855083;5.25018E-14;0.3;232000.0
J1834-09;278.65;-9.25;0.5123273;;6.88;0
J1834-0845;278.71716;-8.76556;2.4823018;7.96E-12;;4940.0
J1833-0831;278.43487;-8.51881;7.5654084;3.4E-12;;34900.0
J1833-0827;278.41792;-8.45868;0.0852842512617;9.170719E-15;4.5;147000.0
J1837-08;279.42917;-8.33444;1.099;;7.04;0
J1832-0836;278.11497;-8.61527;0.00271911206232;8.62E-21;1.4;5.0E9
J1832-0827;278.15425;-8.45101;0.64729271838;6.38793E-14;5.2;161000.0
J1831-0823;277.90139;-8.38997;0.612132963973;3.091E-16;4.41;3.14E7
J1834-0812;278.62417;-8.2;0.4911415563;9.96E-15;10.34;781000.0
J1834-0742;278.6305;-7.70572;0.788353566535;3.24702E-14;6.91;385000.0
J1834-0731;278.56667;-7.51861;0.51297990872;5.82E-14;4.76;140000.0
J1811-1049;272.82112;-10.8175;2.623858562;8.0E-16;8.5;5.2E7
J1808-1020;272.19014;-10.34675;0.596993202504;7.725E-16;8.5;1.22E7
J1819-1008;274.91661;-10.14111;0.301489849278;1.3209E-15;10.75;3620000.0
J1819-0925;274.96059;-9.43053;0.852047483505;3.1302E-15;11.1;4310000.0
J1807-0847;271.90845;-8.79535;0.16372737166367;2.87993E-17;1.5;9.01E7
J1808-0813;272.0393;-8.21717;0.876044286677;1.2402E-15;5.18;1.12E7
J1809-0743;272.39967;-7.71706;0.313885674748;1.521E-16;17.82;3.27E7
J1822-0907;275.66583;-9.12667;0.97470037336;3.55E-16;12.31;4.35E7
J1822-0848;275.71608;-8.81639;2.50451781786;4.03E-16;4.19;9.84E7
J1827-0750;276.7614;-7.83867;0.270502039371;1.5446E-15;7.39;2770000.0
J1829-0734;277.27238;-7.57278;0.318400873408;4.789E-15;5.45;1050000.0
J1828-0611;277.08631;-6.19764;0.269414732063;1.4595E-15;8.76;2920000.0
J1816-0755;274.10226;-7.92292;0.2176426911444;6.48032E-15;3.21;532000.0
J1817-0743;274.45746;-7.72192;0.438095346909;-2.3E-18;0.77;0
J1739-1313;264.99092;-13.22183;1.215697613611;8.17E-17;2.02;2.36E8
J1744-1134;266.12252;-11.58186;0.00407454594144;8.93471E-21;0.4;7.23E9
J1747-1030;266.99296;-10.50139;1.5787928888;4.3E-16;7.27;5.82E7
J1755-0903;268.79318;-9.06433;0.190709642575;7.809E-16;2.16;3870000.0
J1745-0952;266.28806;-9.87769;0.01937630344113;9.246E-20;2.38;3.32E9
J1725-0732;261.30117;-7.54978;0.239919487227;4.296E-16;3.43;8850000.0
J1741-0840;265.34398;-8.67551;2.043082458401;2.27471E-15;3.5;1.42E7
J1737-0811;264.4463;-8.1858;0.00417501731286;7.93E-21;2.38;8.34E9
J1735-0724;263.77072;-7.41458;0.4193349661853;1.214735E-15;4.32;5470000.0
J1801-0857D;270.48069;-8.95676;0.00422653200355;6.9E-21;7.2;9.71E9
J1801-0857C;270.46142;-8.95908;0.00373869966067;-6.5E-20;7.2;0
J1801-0857A;270.46088;-8.95885;0.00717561460667;-5.131E-19;7.2;0
J1801-0857B;270.46069;-8.95911;0.02896158773099;2.191E-18;7.2;2.09E8
J1804-0735;271.2079;-7.59019;0.0231008552843;4.671E-19;7.8;7.84E8
J1805-0619;271.38098;-6.32928;0.454650713078;9.69E-16;6.69;7430000.0
J1802-05;270.55;-5.39806;1.681;;6.82;0
J1814-0618;273.67192;-6.30047;1.37786849563;2.92E-16;5.63;7.47E7
J1814-0521;273.60888;-5.36028;1.01421948495;8.84E-16;4.37;1.82E7
J1820-0509;275.0947;-5.16069;0.337320795791;9.323E-16;2.81;5730000.0
J1820-0427;275.2192;-4.46059;0.598075929665;6.33137E-15;0.3;1500000.0
J1743-0339;265.7841;-3.65319;0.44464510677;1.5562E-15;1.59;4530000.0
J1801-0357;270.34442;-3.96529;0.92149067377;3.3101E-15;7.13;4410000.0
J1800-0125;270.092;-1.42517;0.78318548958;1.1537E-14;2.24;1080000.0
J1930-1852;292.62382;-18.86285;0.18552016047926;1.8001E-17;2.34;1.63E8
J1925-16;291.275;-16.01667;3.8858;;7.0;0
J1943-1237;295.85617;-12.62845;0.9724288509136;1.655686E-15;1.64;9310000.0
J1926-1314;291.72431;-13.23439;4.86428379983;3.644E-14;2.09;2110000.0
J1946-1312;296.74095;-13.21011;0.491865489484;1.9866E-15;5.64;3920000.0
J2006-0807;301.5682;-8.1172;0.580871337031;4.601E-17;2.01;2.0E8
J1944-10;296.0;-10.28333;0.409135;;1.76;0
J1915-11;288.75;-11.5;2.177;;4.76;0
J1911-1114;287.95539;-11.23954;0.0036257455714;1.416E-20;1.59;4.06E9
J1904-1224;286.13867;-12.40037;0.75080812238;7.4236E-16;5.63;1.6E7
J1918-1052;289.70103;-10.87955;0.798692542358;8.653E-16;2.78;1.46E7
J1920-09;290.20417;-9.77417;1.038;;5.75;0
J1857-1027;284.36021;-10.45028;3.6872190477;1.055E-14;3.64;5540000.0
J1902-10;285.575;-10.65917;0.7868;;3.15;0
J1900-09;285.05833;-9.46861;1.424;;5.76;0
J1901-0906;285.4709;-9.103;1.781927762343;1.63829E-15;2.42;1.72E7
J1903-0848;285.79696;-8.81594;0.88732464056;1.33E-15;2.32;1.06E7
J1855-0941;283.81533;-9.68389;0.34540115992;2.4E-16;4.87;2.28E7
J1858-0736;284.68458;-7.61667;0.551058591;5.06E-15;7.2;1730000.0
J1903-0632;285.90808;-6.53943;0.43188708466;3.4014E-15;8.77;2010000.0
J1918-0642;289.70014;-6.70969;0.00764587288391;2.56944E-20;0.91;4.71E9
J1913-0440;288.47572;-4.67991;0.825935803096;4.06801E-15;3.22;3220000.0
J2013-0649;303.32396;-6.81816;0.580187269001;6.007E-16;4.85;1.53E7
J2033+0042;308.37963;0.70611;5.01339800063;1.013E-14;2.87;7840000.0
J2005-0020;301.43229;-0.33943;2.27966105858;2.56626E-14;2.16;1410000.0
J1945-0040;296.36832;-0.6828;1.045632444772;5.3466E-16;3.53;3.1E7
J1937-00;294.2875;-0.28333;0.2401;;3.6;0
J1941+0121;295.31683;1.36097;0.217317451828;1.913E-16;2.89;1.8E7
J2017+0603;304.3446;6.05155;0.00289621581556;8.3E-21;1.32;5.53E9
J1845-0826;281.27372;-8.44436;0.634354346767;9.353E-15;4.87;1070000.0
J1840-0840;280.21625;-8.67472;5.3093766847;2.37E-14;4.94;3550000.0
J1843-0806;280.86965;-8.11247;0.536413665506;1.7359E-14;4.55;490000.0
J1840-0815;280.0574;-8.25294;1.096439972228;2.4151E-15;4.5;7190000.0
J1840-0809;280.13902;-8.15092;0.955672135909;2.351E-15;5.77;6440000.0
J1842-0800;280.72893;-8.01486;1.25546857429;1.94E-16;4.23;1.03E8
J1846-0749;281.58227;-7.82261;0.350109572852;1.2616E-15;10.1;4400000.0
J1846-07492;281.53333;-7.82033;0.861379642641;5.187E-15;4.47;2630000.0
J1845-0743;281.48825;-7.72733;0.104694545163;3.666E-16;5.85;4520000.0
J1843-0744;280.77286;-7.74169;0.475392526561;1.33038E-14;5.77;566000.0
J1853-0649;283.35593;-6.82386;1.048132105087;1.548E-15;1.89;1.07E7
J1852-0635;283.23908;-6.59917;0.52415088472;1.464E-14;4.6;567000.0
J1849-0636;282.27682;-6.61859;1.451319471078;4.623982E-14;3.68;497000.0
J1849-0614;282.43815;-6.24208;0.95338418817;5.3889E-14;2.84;280000.0
J1840-0753;280.19833;-7.89222;0.4378690017;1.0E-16;11.71;6.94E7
J1843-0702;280.8435;-7.0485;0.191614063108;2.1402E-15;4.57;1420000.0
J1838-0655;279.51304;-6.92594;0.070498243969;4.925E-14;6.6;22700.0
J1837-0653;279.31104;-6.88392;1.90580870607;7.7204E-16;4.93;3.91E7
J1839-0643;279.79085;-6.72922;0.449548149848;3.638E-15;6.55;1960000.0
J1840-0643;280.03933;-6.72972;0.0355778755;2.202E-16;6.73;2560000.0
J1840-0626;280.06796;-6.43761;1.8933526999;2.303E-14;8.99;1300000.0
J1839-0627;279.83525;-6.45944;0.48491367908;1.32E-16;2.33;5.83E7
J1838-0624;279.71575;-6.415;0.92717774151;7.7E-17;5.82;1.9E8
J1845-0635;281.28086;-6.58983;0.34052764699;4.491E-15;7.56;1200000.0
J1847-0605;281.8378;-6.08725;0.77816435331;4.645E-15;4.59;2650000.0
J1848-0601;282.08479;-6.01881;0.225004475404;2.871E-16;12.13;1.24E7
J1842-0612;280.67937;-6.21;0.56447537999;2.2E-17;7.01;4.07E8
J1840-0559;280.09658;-5.98783;0.85936846681;9.602E-15;5.04;1420000.0
J1845-0545;281.41037;-5.75506;1.09234815284;1.343E-14;5.39;1290000.0
J1844-0538;281.02129;-5.64283;0.255699268086;9.70552E-15;6.18;417000.0
J1844-0502;281.1415;-5.03347;0.33516252825;6.2E-17;5.2;8.6E7
J1856-0526;284.09157;-5.44911;0.370483417429;1.6975E-15;3.45;3460000.0
J1848-0511;282.06254;-5.19389;1.6371290072;8.863E-15;7.78;2930000.0
J1847-0443;281.96604;-4.72672;0.340832130441;2.83E-17;7.57;1.91E8
J1847-0438;281.90802;-4.63758;0.95799116473;1.0933E-14;4.72;1390000.0
J1847-0427;281.82858;-4.46639;0.25924664288;5.9E-18;4.17;6.96E8
J1835-0643;278.77317;-6.71843;0.305830097712;4.045598E-14;6.44;120000.0
J1834-0633;278.62188;-6.55031;0.31731488279;6.0E-16;9.36;8320000.0
J1832-0644;278.17779;-6.73383;0.74429541939;3.7089E-14;8.81;318000.0
J1837-0604;279.43146;-6.08028;0.09629420774;4.51724E-14;6.19;33800.0
J1837-0559;279.3486;-5.99119;0.201062574029;3.3048E-15;5.01;964000.0
J1834-0602;278.65821;-6.04306;0.4879135917;1.828E-15;6.6;4230000.0
J1833-0559;278.28167;-5.99028;0.48345888008;1.235E-14;5.83;620000.0
J1833-0556;278.412;-5.93472;1.5215451697;1.28E-15;7.37;1.88E7
J1835-0522;278.78383;-5.36889;1.08774918841;4.7E-16;7.13;3.64E7
J1838-0549;279.65871;-5.82;0.235303200419;3.3429E-14;4.73;112000.0
J1838-0537;279.73342;-5.61917;0.1457077402;4.7179E-13;;4890.0
J1841-0524;280.4555;-5.40819;0.44574893108;2.33724E-13;4.89;30200.0
J1839-0459;279.92758;-4.99967;0.58531903782;3.308E-15;4.59;2800000.0
J1843-0510;280.79055;-5.16792;0.671613828819;3.8923E-15;4.72;2730000.0
J1841-0500;280.32558;-5.00542;0.91291419632;3.475E-14;6.77;416000.0
J1843-0459;280.86518;-4.99178;0.75496337007;8.54E-16;6.15;1.4E7
J1844-0452;281.00642;-4.87247;0.26944332141;6.8E-16;8.06;6280000.0
J1841-0456;280.3306;-4.93643;11.7889784;4.092E-11;9.6;4570.0
J1840-04;280.20417;-4.64083;0.4223;;5.52;0
J1841-0425;280.2736;-4.42208;0.1861488579563;6.392881E-15;5.17;461000.0
J1842-0415;280.54704;-4.26061;0.526682241575;2.19366E-14;4.02;380000.0
J1836-0517;279.105;-5.29306;0.45724503044;1.3019E-15;8.08;5560000.0
